Institution Name,City,State,ZIP Code,Cluster,In-State Tuition,Out-of-State Tuition,Total Cost ($),% Receiving Pell Grants,% Receiving Federal Loans,Graduation Rate (4-Year),3-Year Default Rate,Latitude,Longitude
Concord University,Athens,WV,24712,"Middle-Tier, Mixed-Aid Institutions",9700.0,20600.0,18969.0,0.4682,0.456,0.4225,0.0,37.46903,-81.02029
Davis & Elkins College,Elkins,WV,26241,"High-Risk, High-Aid Institutions",31270.0,31270.0,44322.0,0.4031,0.6538,0.366,0.0,38.9163,-79.79229
Fairmont State University,Fairmont,WV,26554,"Middle-Tier, Mixed-Aid Institutions",8454.0,18372.0,18091.0,0.3304,0.4131,0.4832,0.0,39.46475,-80.11461
Glenville State University,Glenville,WV,26351,"Middle-Tier, Mixed-Aid Institutions",9412.0,11140.0,22974.0,0.4204,0.3507,0.3549,0.0,38.92846,-80.84479
Marshall University,Huntington,WV,25755,"Middle-Tier, Mixed-Aid Institutions",8942.0,20294.0,21299.0,0.3784,0.4534,0.4869,0.0,38.42359,-82.42796
West Virginia University at Parkersburg,Parkersburg,WV,26104,"Middle-Tier, Mixed-Aid Institutions",4420.0,9124.0,10643.0,0.2972,0.1989,0.3061,0.0,39.27413,-81.47779
Potomac State College of West Virginia University,Keyser,WV,26726,"Middle-Tier, Mixed-Aid Institutions",5040.0,12624.0,15593.0,0.3943,0.3265,0.2598,0.0,39.40508,-78.98222
Salem University,Salem,WV,26426,"High-Risk, High-Aid Institutions",10750.0,13750.0,21792.0,0.5144,0.668,0.273,0.0,39.28758,-80.56313
Shepherd University,Shepherdstown,WV,25443,"Middle-Tier, Mixed-Aid Institutions",8642.0,19082.0,19863.0,0.2694,0.4111,0.4949,0.0,39.43835,-77.81477
West Virginia State University,Institute,WV,25112,"Middle-Tier, Mixed-Aid Institutions",9049.0,14623.0,19906.0,0.1758,0.1571,0.3351,0.0,38.38103,-81.76633
West Liberty University,West Liberty,WV,26074,"Middle-Tier, Mixed-Aid Institutions",8732.0,17116.0,23526.0,0.3194,0.4878,0.6062,0.0,40.16889,-80.59813
West Virginia University Institute of Technology,Beckley,WV,25801,"Middle-Tier, Mixed-Aid Institutions",8064.0,20120.0,18343.0,0.2429,0.2554,0.3612,0.0,37.83805,-81.27017
West Virginia Wesleyan College,Buckhannon,WV,26201,"High-Risk, High-Aid Institutions",33494.0,33494.0,47374.0,0.3735,0.7559,0.4945,0.0,39.00082,-80.20249
West Virginia Junior College-Morgantown,Morgantown,WV,26505,"High-Risk, High-Aid Institutions",14313.0,14313.0,24486.0,0.6788,0.8279,0.5904,0.0,39.6511,-79.94306
West Virginia University,Morgantown,WV,26506,"Middle-Tier, Mixed-Aid Institutions",9648.0,27360.0,23678.0,0.2041,0.4408,0.612,0.0,39.64677,-79.9701
Wheeling University,Wheeling,WV,26003,"High-Risk, High-Aid Institutions",29475.0,29475.0,41265.0,0.2524,0.5596,0.3204,0.0,40.0693,-80.6508
Alverno College,Milwaukee,WI,53234,"High-Risk, High-Aid Institutions",32794.0,32794.0,44163.0,0.4911,0.5914,0.5051,0.0,,
Madison Area Technical College,Madison,WI,53704,"Middle-Tier, Mixed-Aid Institutions",4780.0,7027.0,17215.0,0.1906,0.1603,0.2626,0.0,43.13633,-89.34684
Bellin College,Green Bay,WI,54311,"Elite, Low-Aid Institutions",28211.0,28211.0,32000.0,0.1332,0.3925,0.7429,0.0,44.48377,-87.89483
Beloit College,Beloit,WI,53511,"Elite, Low-Aid Institutions",58554.0,58554.0,68653.0,0.2946,0.5384,0.6718,0.0,42.54627,-89.09792
Carroll University,Waukesha,WI,53186,"Elite, Low-Aid Institutions",37230.0,37230.0,49935.0,0.2165,0.6135,0.696,0.0,43.02305,-88.20319
Carthage College,Kenosha,WI,53140,"Elite, Low-Aid Institutions",36500.0,36500.0,47980.0,0.2577,0.8333,0.6051,0.0,42.61963,-87.82987
Concordia University-Wisconsin,Mequon,WI,53097,"Elite, Low-Aid Institutions",34250.0,34250.0,51718.0,0.2247,0.4629,0.6431,0.0,43.24574,-88.0069
Edgewood College,Madison,WI,53711,"Elite, Low-Aid Institutions",34850.0,34850.0,48450.0,0.2344,0.5738,0.6738,0.0,43.01521,-89.40641
Lakeland University,Plymouth,WI,53073,"Elite, Low-Aid Institutions",32286.0,32286.0,45751.0,0.2898,0.5501,0.5575,0.0,43.75011,-87.99191
Lawrence University,Appleton,WI,54911,"Elite, Low-Aid Institutions",55461.0,55461.0,67824.0,0.2076,0.5989,0.7642,0.0,44.28174,-88.38086
Maranatha Baptist University,Watertown,WI,53094,"Middle-Tier, Mixed-Aid Institutions",20280.0,20280.0,33496.0,0.3397,0.2758,0.6569,0.0,43.1462,-88.73365
Marian University,Fond Du Lac,WI,54935,"Elite, Low-Aid Institutions",33000.0,33000.0,40733.0,0.3174,0.7828,0.4119,0.0,43.77542,-88.43396
Marian University,Fond Du Lac,WI,54935,"High-Risk, High-Aid Institutions",33000.0,33000.0,40733.0,0.3174,0.7828,0.4119,0.0,43.77542,-88.43396
Marquette University,Milwaukee,WI,53233,"Elite, Low-Aid Institutions",48700.0,48700.0,63233.0,0.1876,0.403,0.8006,0.0,43.03694,-87.93364
Milwaukee Institute of Art & Design,Milwaukee,WI,53202,"High-Risk, High-Aid Institutions",42268.0,42268.0,52646.0,0.3638,0.7712,0.6327,0.0,43.04561,-87.89893
Milwaukee School of Engineering,Milwaukee,WI,53202,"Elite, Low-Aid Institutions",48421.0,48421.0,60439.0,0.2268,0.6105,0.7154,0.0,43.04561,-87.89893
Mount Mary University,Milwaukee,WI,53222,"High-Risk, High-Aid Institutions",34390.0,34390.0,47328.0,0.5768,0.8156,0.5887,0.0,43.08205,-88.03496
Northland College,Ashland,WI,54806,"High-Risk, High-Aid Institutions",42491.0,42491.0,54375.0,0.3185,0.6602,0.4332,0.0,46.54784,-90.85061
Ripon College,Ripon,WI,54971,"Elite, Low-Aid Institutions",50700.0,50700.0,61495.0,0.3329,0.7389,0.5991,0.004,43.85546,-88.83109
Saint Norbert College,De Pere,WI,54115,"Elite, Low-Aid Institutions",44432.0,44432.0,56194.0,0.1358,0.4519,0.7357,0.0,44.40552,-88.09195
Viterbo University,La Crosse,WI,54601,"Elite, Low-Aid Institutions",32350.0,32350.0,44123.0,0.2249,0.5785,0.6516,0.0,43.80199,-91.14559
University of Wisconsin-Whitewater,Whitewater,WI,53190,"Middle-Tier, Mixed-Aid Institutions",8250.0,17916.0,18661.0,0.2503,0.4712,0.643,0.0,42.80775,-88.73129
University of Wisconsin-Eau Claire,Eau Claire,WI,54701,"Middle-Tier, Mixed-Aid Institutions",9277.0,18516.0,21014.0,0.1867,0.4321,0.6756,0.0,44.7432,-91.50899
University of Wisconsin-Green Bay,Green Bay,WI,54311,"Middle-Tier, Mixed-Aid Institutions",8342.0,16929.0,18161.0,0.2257,0.3102,0.5309,0.0,44.48377,-87.89483
University of Wisconsin-La Crosse,La Crosse,WI,54601,"Middle-Tier, Mixed-Aid Institutions",9651.0,18691.0,18115.0,0.1423,0.4398,0.7119,0.0,43.80199,-91.14559
Wisconsin Lutheran College,Milwaukee,WI,53226,"Elite, Low-Aid Institutions",35080.0,35080.0,47026.0,0.2542,0.7069,0.6266,0.0,43.04975,-88.04209
University of Wisconsin-Oshkosh,Oshkosh,WI,54901,"Middle-Tier, Mixed-Aid Institutions",8212.0,16125.0,19063.0,0.158,0.2719,0.5789,0.0,44.06265,-88.53335
University of Wisconsin-Parkside,Kenosha,WI,53144,"Middle-Tier, Mixed-Aid Institutions",7855.0,16497.0,16768.0,0.3421,0.3752,0.3982,0.0,42.61991,-87.92291
Herzing University-Madison,Madison,WI,53718,"High-Risk, High-Aid Institutions",13420.0,13420.0,26687.0,0.6683,0.706,0.2759,0.0,43.0977,-89.27332
University of Wisconsin-Stout,Menomonie,WI,54751,"Middle-Tier, Mixed-Aid Institutions",10142.0,18706.0,21618.0,0.2274,0.4891,0.5253,0.0,44.84971,-91.92994
University of Wisconsin-Superior,Superior,WI,54880,"Middle-Tier, Mixed-Aid Institutions",8487.0,16400.0,18415.0,0.296,0.4596,0.4412,0.0,46.59342,-92.12701
University of Wisconsin-Madison,Madison,WI,53706,"Elite, Low-Aid Institutions",11205.0,40603.0,27770.0,0.1532,0.217,0.8933,0.0,43.07505,-89.40987
University of Wisconsin-Milwaukee,Milwaukee,WI,53211,"Middle-Tier, Mixed-Aid Institutions",10020.0,22020.0,22174.0,0.3019,0.4378,0.5119,0.0,43.08308,-87.88485
University of Wisconsin-Platteville,Platteville,WI,53818,"Middle-Tier, Mixed-Aid Institutions",8315.0,17274.0,20049.0,0.2104,0.4385,0.6154,0.0,42.74725,-90.49177
University of Wisconsin-River Falls,River Falls,WI,54022,"Middle-Tier, Mixed-Aid Institutions",8606.0,16887.0,19576.0,0.2048,0.4491,0.6088,0.0,44.84796,-92.6096
University of Wisconsin-Stevens Point,Stevens Point,WI,54481,"Middle-Tier, Mixed-Aid Institutions",8834.0,17854.0,18804.0,0.2777,0.4983,0.5596,0.0,44.51935,-89.63678
Central Wyoming College,Riverton,WY,82501,"Middle-Tier, Mixed-Aid Institutions",4680.0,10980.0,17894.0,0.1768,0.0837,0.4043,0.0,43.03325,-108.24936
Laramie County Community College,Cheyenne,WY,82007,"Middle-Tier, Mixed-Aid Institutions",4613.0,10913.0,12722.0,0.2361,0.1804,0.3131,0.0,41.06231,-104.75591
Northwest College,Powell,WY,82435,"Middle-Tier, Mixed-Aid Institutions",4935.0,11235.0,15710.0,0.1848,0.0991,0.4375,0.0,44.82409,-109.0348
Western Wyoming Community College,Rock Springs,WY,82901,"Middle-Tier, Mixed-Aid Institutions",4250.0,10550.0,15333.0,0.1752,0.1343,0.3333,0.0,41.38121,-109.02469
University of Wyoming,Laramie,WY,82071,"Middle-Tier, Mixed-Aid Institutions",6938.0,22718.0,22371.0,0.2218,0.2828,0.5985,0.0,,
University of Guam,Mangilao,GU,96923,"Middle-Tier, Mixed-Aid Institutions",6110.0,11414.0,15155.0,0.311,0.1203,0.4211,0.0,,
Universidad Adventista de las Antillas,Mayaguez,PR,00680,"Middle-Tier, Mixed-Aid Institutions",8050.0,8050.0,14855.0,0.804,0.245,0.4603,0.0,18.16307,-67.36122
Atlantic University,Guaynabo,PR,00970,"Middle-Tier, Mixed-Aid Institutions",8280.0,8280.0,12363.0,0.8351,0.071,0.3574,0.0,,
Universidad Central de Bayamon,Bayamón,PR,00960,"Middle-Tier, Mixed-Aid Institutions",5986.0,5986.0,11164.0,0.8331,0.1538,0.3789,0.0,18.41674,-66.14365
Columbia Central University-Caguas,Caguas,PR,00726,"Middle-Tier, Mixed-Aid Institutions",7314.0,7314.0,12377.0,0.8082,0.1722,0.5386,0.0,,
Albizu University-San Juan,San Juan,PR,00902,"Middle-Tier, Mixed-Aid Institutions",7797.0,7797.0,19676.0,0.6913,0.266,0.69,0.0,,
Caribbean University-Bayamon,Bayamon,PR,00960,"Middle-Tier, Mixed-Aid Institutions",5966.0,5966.0,9748.0,0.7546,0.1127,0.367,0.0,18.41674,-66.14365
Caribbean University-Carolina,Carolina,PR,00985,"Middle-Tier, Mixed-Aid Institutions",5966.0,5966.0,10784.0,0.7176,0.1527,0.44,0.0,18.40628,-65.94767
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,00614,"High-Risk, High-Aid Institutions",6238.0,6238.0,16058.0,0.7597,0.3344,0.3919,0.0,,
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,00717,"High-Risk, High-Aid Institutions",6340.0,6340.0,17106.0,0.8137,0.3163,0.4794,0.0,18.00272,-66.61146
CEM College-San Juan,San Juan,PR,00926,"Middle-Tier, Mixed-Aid Institutions",12900.0,12900.0,18668.0,0.8952,0.1429,0.2584,0.0,18.34691,-66.05434
Universidad Teologica del Caribe,Trujillo Alto,PR,00978,"High-Risk, High-Aid Institutions",6660.0,6660.0,14285.0,0.5836,0.4413,0.2105,0.0,,
Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,00926,"Middle-Tier, Mixed-Aid Institutions",6920.0,6920.0,14154.0,0.6885,0.3596,0.3111,0.0,18.34691,-66.05434
Puerto Rico Conservatory of Music,San Juan,PR,00907,"Middle-Tier, Mixed-Aid Institutions",3370.0,3370.0,7920.0,0.6598,0.1306,0.5714,0.0,18.45287,-66.08381
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,00685,"High-Risk, High-Aid Institutions",7050.0,14125.0,13701.0,0.6342,0.4383,0.3727,0.0,18.33656,-66.97518
Huertas College,Caguas,PR,00725,"Middle-Tier, Mixed-Aid Institutions",8520.0,8520.0,14265.0,0.7908,0.2066,0.5811,0.0,18.22052,-66.03962
Inter American University of Puerto Rico-San German,San German,PR,00683,"Middle-Tier, Mixed-Aid Institutions",5580.0,5580.0,15442.0,0.8245,0.119,0.4272,0.0,18.10926,-67.03803
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,00603,"Middle-Tier, Mixed-Aid Institutions",5542.0,5542.0,14449.0,0.8396,0.1166,0.3871,0.0,18.45744,-67.12225
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,00614,"Middle-Tier, Mixed-Aid Institutions",5580.0,5580.0,14628.0,0.8139,0.1354,0.3537,0.0,,
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,00794,"Middle-Tier, Mixed-Aid Institutions",5542.0,5542.0,14358.0,0.889,0.111,0.3837,0.0,18.19934,-66.31179
Inter American University of Puerto Rico-Metro,San Juan,PR,00919,"Middle-Tier, Mixed-Aid Institutions",5580.0,5580.0,15252.0,0.6592,0.1815,0.316,0.0,,
Inter American University of Puerto Rico-Ponce,Mercedita,PR,00715,"Middle-Tier, Mixed-Aid Institutions",5580.0,5580.0,14845.0,0.8194,0.1803,0.4311,0.0,17.99738,-66.56104
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,00738,"Middle-Tier, Mixed-Aid Institutions",5580.0,5580.0,14991.0,0.8348,0.1338,0.3285,0.0,18.31793,-65.66793
Inter American University of Puerto Rico-Guayama,Guayama,PR,00784,"Middle-Tier, Mixed-Aid Institutions",5580.0,5580.0,15791.0,0.752,0.2648,0.3936,0.0,18.00558,-66.13651
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,00957,"Middle-Tier, Mixed-Aid Institutions",5580.0,5580.0,14935.0,0.8089,0.1439,0.3301,0.0,18.36696,-66.18857
NUC University,Bayamon,PR,00960,"Middle-Tier, Mixed-Aid Institutions",8054.0,9884.0,13778.0,0.7146,0.3517,0.5618,0.0,18.41674,-66.14365
University of Puerto Rico-Aguadilla,Aguadilla,PR,00604,"Middle-Tier, Mixed-Aid Institutions",5954.0,5954.0,14727.0,0.8196,0.0625,0.4766,0.0,,
University of Puerto Rico-Arecibo,Arecibo,PR,00614,"Middle-Tier, Mixed-Aid Institutions",5324.0,5324.0,18320.0,0.8571,0.0449,0.5068,0.0,,
University of Puerto Rico-Bayamon,Bayamon,PR,00959,"Middle-Tier, Mixed-Aid Institutions",6284.0,6284.0,12527.0,0.7793,0.0443,0.3141,0.0,18.3852,-66.15583
University of Puerto Rico-Carolina,Carolina,PR,00984,"Middle-Tier, Mixed-Aid Institutions",7986.0,7986.0,21072.0,0.7419,0.0352,0.4023,0.0,,
University of Puerto Rico at Cayey,Cayey,PR,00737,"Middle-Tier, Mixed-Aid Institutions",5354.0,5354.0,15746.0,0.7568,0.0393,0.4861,0.0,,
University of Puerto Rico-Humacao,Humacao,PR,00792,"Middle-Tier, Mixed-Aid Institutions",5364.0,5364.0,19404.0,0.7935,0.0319,0.5293,0.0,,
University of Puerto Rico-Utuado,Utuado,PR,00641,"Middle-Tier, Mixed-Aid Institutions",5354.0,5354.0,18868.0,0.815,0.0925,0.2457,0.0,18.26742,-66.70212
University of Puerto Rico-Mayaguez,Mayaguez,PR,00681,"Middle-Tier, Mixed-Aid Institutions",5274.0,5274.0,19190.0,0.6456,0.0875,0.4696,0.0,,
University of Puerto Rico at Ponce,Ponce,PR,00716,"Middle-Tier, Mixed-Aid Institutions",5354.0,5354.0,14399.0,0.8113,0.0675,0.5058,0.0,17.99942,-66.59868
University of Puerto Rico-Rio Piedras,San Juan,PR,00931,"Middle-Tier, Mixed-Aid Institutions",5324.0,5324.0,13337.0,0.6475,0.0555,0.5248,0.0,,
Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,00985,"Middle-Tier, Mixed-Aid Institutions",6920.0,6920.0,13837.0,0.699,0.301,0.3641,0.0,18.40628,-65.94767
Universidad del Sagrado Corazon,Santurce,PR,00907,"Middle-Tier, Mixed-Aid Institutions",6360.0,6360.0,19550.0,0.7081,0.2192,0.436,0.0,18.45287,-66.08381
Universidad Central Del Caribe,Bayamon,PR,00960,"Middle-Tier, Mixed-Aid Institutions",6442.0,6602.0,14697.0,0.7321,0.1964,0.5909,0.0,18.41674,-66.14365
Universidad Politecnica de Puerto Rico,Hato Rey,PR,00919,"Middle-Tier, Mixed-Aid Institutions",9810.0,9810.0,21894.0,0.6232,0.3405,0.2356,0.0,,
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,00680,"Middle-Tier, Mixed-Aid Institutions",6238.0,6238.0,15334.0,0.8346,0.2671,0.4211,0.0,18.16307,-67.36122
Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,00778,"Middle-Tier, Mixed-Aid Institutions",6920.0,6920.0,14081.0,0.8266,0.2693,0.3021,0.0,18.26319,-65.97938
University of the Virgin Islands,Charlotte Amalie,VI,00802,"Middle-Tier, Mixed-Aid Institutions",5612.0,15521.0,16582.0,0.4623,0.1691,0.2857,0.0,18.34349,-64.9287
Stanford University,Stanford,CA,94305,"Elite, Low-Aid Institutions",62484.0,62484.0,82162.0,0.1923,0.0629,0.9282,0.0,37.41623,-122.17069
Purdue University-Main Campus,West Lafayette,IN,47907,"Elite, Low-Aid Institutions",9992.0,28794.0,22567.0,0.1298,0.2321,0.831,0.0,40.42474,-86.91665
Parker University,Dallas,TX,75229,"High-Risk, High-Aid Institutions",17457.0,17457.0,35819.0,0.4795,0.6699,0.7179,0.001,32.8939,-96.86517
EDP University of Puerto Rico Inc-San Juan,San Juan,PR,00918,"High-Risk, High-Aid Institutions",7050.0,14125.0,12983.0,0.5775,0.4664,0.2362,0.0,18.42139,-66.06774
St. John's College,Santa Fe,NM,87505,"Elite, Low-Aid Institutions",38946.0,38946.0,53018.0,0.2418,0.4258,0.6,0.0,35.62307,-105.86891
St. John's College,Santa Fe,NM,87505,"Elite, Low-Aid Institutions",38946.0,38946.0,53018.0,0.2418,0.4258,0.6,0.0,35.62307,-105.86891
Mid-America Christian University,Oklahoma City,OK,73170,"High-Risk, High-Aid Institutions",19896.0,19896.0,30612.0,0.3974,0.4772,0.3333,0.0,35.32743,-97.55068
Beckfield College-Florence,Florence,KY,41042,"High-Risk, High-Aid Institutions",13295.0,13295.0,32665.0,0.5666,0.6769,0.303,0.0,38.98595,-84.64906
Landmark College,Putney,VT,05346,"Elite, Low-Aid Institutions",64290.0,64290.0,81895.0,0.1436,0.2291,0.2651,0.0,43.02337,-72.53043
Collin County Community College District,McKinney,TX,75069,"Middle-Tier, Mixed-Aid Institutions",1864.0,5614.0,14409.0,0.1622,0.0739,0.2181,0.0,33.16805,-96.59671
ECPI University,Virginia Beach,VA,23462,"High-Risk, High-Aid Institutions",18484.0,18484.0,27999.0,0.4857,0.518,0.447,0.0,36.8366,-76.15105
South University-Columbia,Columbia,SC,29203,"High-Risk, High-Aid Institutions",18238.0,18238.0,31298.0,0.5762,0.5952,0.0,0.0,34.10198,-81.04009
Platt College-Los Angeles,Alhambra,CA,91803,"High-Risk, High-Aid Institutions",14804.0,14804.0,33216.0,0.5487,0.7151,0.6225,0.0,34.0749,-118.14624
Platt College-Aurora,Greenwood Village,CO,80111,"High-Risk, High-Aid Institutions",20590.0,20590.0,44255.0,0.3147,0.6983,0.2,0.0,39.6124,-104.88025
University of Massachusetts Global,Irvine,CA,92618,"Middle-Tier, Mixed-Aid Institutions",12520.0,12520.0,33365.0,0.2292,0.3163,0.0,0.0,33.66729,-117.73362
New College of Florida,Sarasota,FL,34243,"Middle-Tier, Mixed-Aid Institutions",6916.0,29944.0,20732.0,0.3034,0.1734,0.6181,0.0,27.40264,-82.52809
Caribbean University-Ponce,Ponce,PR,00716,"Middle-Tier, Mixed-Aid Institutions",5966.0,5966.0,10042.0,0.7457,0.2,0.4167,0.0,17.99942,-66.59868
Caribbean University-Vega Baja,Vega Baja,PR,00964,"Middle-Tier, Mixed-Aid Institutions",5966.0,5966.0,9920.0,0.7943,0.1986,0.625,0.0,,
University of Advancing Technology,Tempe,AZ,85283,"High-Risk, High-Aid Institutions",19430.0,19430.0,31353.0,0.5773,0.7606,0.3929,0.0,33.36461,-111.93196
Paradise Valley Community College,Phoenix,AZ,85032,"Middle-Tier, Mixed-Aid Institutions",2358.0,8958.0,19032.0,0.1874,0.0683,0.1977,0.0,33.62624,-112.00368
Pennsylvania College of Technology,Williamsport,PA,17701,"High-Risk, High-Aid Institutions",17940.0,25680.0,32595.0,0.3187,0.6082,0.5042,0.0,41.34206,-76.88821
California State University-San Marcos,San Marcos,CA,92096,"Middle-Tier, Mixed-Aid Institutions",7739.0,19619.0,21144.0,0.436,0.296,0.5418,0.0,33.12819,-117.15631
Hodges University,Fort Myers,FL,33966,"Middle-Tier, Mixed-Aid Institutions",15580.0,15580.0,28157.0,0.2465,0.3662,0.2239,0.0,26.58234,-81.83206
Nossi College of Art and Design,Nashville,TN,37115,"High-Risk, High-Aid Institutions",20350.0,20350.0,26846.0,0.5772,0.7349,0.3548,0.0,36.25444,-86.69636
Bryan University,Springfield,MO,65804,"High-Risk, High-Aid Institutions",15868.0,15868.0,26177.0,0.7652,0.7826,0.275,0.0,37.14822,-93.25294
Bryan University,Springfield,MO,65804,"High-Risk, High-Aid Institutions",15868.0,15868.0,26177.0,0.7652,0.7826,0.275,0.0,37.14822,-93.25294
CEM College-Humacao,Humacao,PR,00791,"Middle-Tier, Mixed-Aid Institutions",12900.0,12900.0,18485.0,0.8865,0.0865,0.44,0.0,18.14391,-65.81398
Northwest College of Art & Design,Tacoma,WA,98402,"High-Risk, High-Aid Institutions",18100.0,18100.0,30217.0,0.521,0.521,0.3636,0.0,47.25021,-122.44056
University of Washington-Bothell Campus,Bothell,WA,98011,"Middle-Tier, Mixed-Aid Institutions",12559.0,41913.0,24462.0,0.2843,0.2022,0.6822,0.0,47.75736,-122.19871
University of Washington-Tacoma Campus,Tacoma,WA,98402,"Middle-Tier, Mixed-Aid Institutions",12817.0,42171.0,24528.0,0.4019,0.2968,0.6226,0.0,47.25021,-122.44056
Pacific College of Health and Science,San Diego,CA,92108,"Elite, Low-Aid Institutions",10732.0,10732.0,41495.0,0.3664,0.4658,0.6727,0.0,32.77423,-117.14097
Pacific College of Health and Science,San Diego,CA,92108,"Elite, Low-Aid Institutions",10732.0,10732.0,41495.0,0.3664,0.4658,0.6727,0.0,32.77423,-117.14097
Fond du Lac Tribal and Community College,Cloquet,MN,55720,"Middle-Tier, Mixed-Aid Institutions",5999.0,5999.0,18557.0,0.1905,0.128,0.2083,0.0,46.75138,-92.5399
Provo College,Provo,UT,84601,"High-Risk, High-Aid Institutions",16491.0,16491.0,34045.0,0.5688,0.7963,0.6364,0.0,40.22593,-111.6955
Beacon College,Leesburg,FL,34748,"Elite, Low-Aid Institutions",49230.0,49230.0,68815.0,0.2601,0.4032,0.5732,0.0,28.77366,-81.88552
University of the Potomac-Washington DC Campus,Washington,DC,20005,"Middle-Tier, Mixed-Aid Institutions",6660.0,6660.0,21791.0,0.2632,0.1096,0.5,0.0,38.90443,-77.0316
Everglades University,Boca Raton,FL,33431,"High-Risk, High-Aid Institutions",20768.0,20768.0,36311.0,0.5147,0.6073,0.5775,0.0,26.37996,-80.1028
Herzing University-Orlando,Winter Park,FL,32792,"High-Risk, High-Aid Institutions",13420.0,13420.0,26011.0,0.5986,0.7905,0.4545,0.0,28.61066,-81.29923
College of Biblical Studies-Houston,Houston,TX,77036,"High-Risk, High-Aid Institutions",7475.0,9275.0,20532.0,0.7854,0.7366,0.6,0.0,29.70119,-95.53659
Southern California Institute of Technology,Anaheim,CA,92801,"High-Risk, High-Aid Institutions",20515.0,20515.0,33835.0,0.7121,0.6756,0.7944,0.0,33.84441,-117.95175
